ID,Year,Month,Day,Time,Type,Occurence,Apprehension,Neighbourhood_number,Neighbourhood_name
278176,2023,July,Saturday,18,Person in Crisis,Yes,No,NSA,NSA
278177,2023,July,Saturday,18,Person in Crisis,No,No,NSA,NSA
278178,2023,July,Saturday,15,Person in Crisis,No,No,NSA,NSA
278179,2023,July,Saturday,15,Suicide-related,Yes,No,NSA,NSA
278180,2023,July,Saturday,2,Person in Crisis,No,No,NSA,NSA
278181,2023,July,Saturday,13,Suicide-related,Yes,No,NSA,NSA
278182,2023,July,Saturday,15,Suicide-related,No,No,NSA,NSA
278183,2023,July,Saturday,0,Overdose,No,No,NSA,NSA
278184,2023,July,Saturday,2,Suicide-related,Yes,No,NSA,NSA
278185,2023,July,Saturday,5,Suicide-related,Yes,Yes,NSA,NSA
278186,2023,July,Saturday,15,Person in Crisis,Yes,Yes,NSA,NSA
278187,2023,July,Saturday,15,Person in Crisis,No,No,NSA,NSA
278188,2023,July,Saturday,18,Suicide-related,Yes,Yes,NSA,NSA
278189,2023,July,Saturday,20,Overdose,No,No,NSA,NSA
278190,2023,July,Saturday,23,Person in Crisis,Yes,No,NSA,NSA
278191,2023,July,Saturday,3,Suicide-related,No,No,NSA,NSA
278192,2023,July,Saturday,16,Person in Crisis,No,No,NSA,NSA
278193,2023,July,Saturday,4,Suicide-related,Yes,No,NSA,NSA
278194,2023,July,Saturday,14,Suicide-related,Yes,No,NSA,NSA
278195,2023,July,Saturday,14,Suicide-related,Yes,Yes,NSA,NSA
278196,2023,July,Saturday,11,Person in Crisis,No,No,NSA,NSA
278197,2023,July,Saturday,14,Suicide-related,No,No,NSA,NSA
278198,2023,July,Saturday,15,Suicide-related,Yes,No,NSA,NSA
278199,2023,July,Saturday,19,Overdose,No,No,NSA,NSA
278200,2023,July,Saturday,17,Suicide-related,Yes,Yes,NSA,NSA
278201,2023,July,Saturday,7,Person in Crisis,No,No,NSA,NSA
278202,2023,July,Saturday,18,Overdose,No,No,NSA,NSA
278203,2023,July,Saturday,10,Person in Crisis,Yes,No,NSA,NSA
278204,2023,July,Saturday,21,Person in Crisis,No,No,NSA,NSA
278205,2023,July,Saturday,13,Person in Crisis,No,No,NSA,NSA
278206,2023,July,Saturday,22,Person in Crisis,No,No,NSA,NSA
278207,2023,July,Saturday,8,Overdose,No,No,NSA,NSA
278208,2023,July,Saturday,22,Suicide-related,No,No,NSA,NSA
278209,2023,July,Saturday,2,Suicide-related,Yes,Yes,NSA,NSA
278210,2023,July,Saturday,12,Suicide-related,Yes,Yes,NSA,NSA
278211,2023,July,Saturday,8,Person in Crisis,No,No,NSA,NSA
278212,2023,July,Saturday,8,Person in Crisis,Yes,No,NSA,NSA
278213,2023,July,Saturday,11,Suicide-related,Yes,Yes,NSA,NSA
278214,2023,July,Saturday,17,Suicide-related,No,No,NSA,NSA
278215,2023,July,Saturday,14,Overdose,No,No,NSA,NSA
278216,2023,July,Saturday,8,Suicide-related,No,No,NSA,NSA
278217,2023,July,Saturday,8,Person in Crisis,No,No,NSA,NSA
278218,2023,July,Saturday,13,Person in Crisis,Yes,No,NSA,NSA
278219,2023,July,Saturday,21,Suicide-related,No,No,NSA,NSA
278220,2023,July,Saturday,8,Person in Crisis,No,No,NSA,NSA
278221,2023,July,Saturday,8,Person in Crisis,Yes,Yes,NSA,NSA
278222,2023,July,Saturday,11,Person in Crisis,Yes,Yes,NSA,NSA
278223,2023,July,Saturday,19,Overdose,No,No,NSA,NSA
278630,2023,August,Thursday,9,Suicide-related,Yes,No,NSA,NSA
278631,2023,August,Thursday,13,Person in Crisis,Yes,No,NSA,NSA
278632,2023,August,Thursday,11,Person in Crisis,No,No,NSA,NSA
278633,2023,August,Thursday,1,Person in Crisis,No,No,NSA,NSA
278634,2023,August,Thursday,6,Overdose,No,No,NSA,NSA
278635,2023,August,Thursday,9,Suicide-related,Yes,Yes,NSA,NSA
278636,2023,August,Thursday,4,Suicide-related,Yes,Yes,NSA,NSA
278637,2023,August,Thursday,18,Suicide-related,Yes,Yes,NSA,NSA
278638,2023,August,Thursday,22,Suicide-related,No,No,NSA,NSA
278639,2023,August,Thursday,10,Person in Crisis,No,No,NSA,NSA
278640,2023,August,Thursday,15,Suicide-related,Yes,No,NSA,NSA
278641,2023,August,Thursday,8,Person in Crisis,Yes,Yes,NSA,NSA
278642,2023,August,Thursday,10,Person in Crisis,No,No,NSA,NSA
278643,2023,August,Thursday,2,Suicide-related,No,No,NSA,NSA
278644,2023,August,Thursday,6,Person in Crisis,Yes,Yes,NSA,NSA
278645,2023,August,Thursday,18,Person in Crisis,Yes,No,NSA,NSA
278646,2023,August,Thursday,9,Suicide-related,Yes,Yes,NSA,NSA
278647,2023,August,Thursday,16,Suicide-related,No,No,NSA,NSA
278648,2023,August,Thursday,15,Person in Crisis,No,No,NSA,NSA
278649,2023,August,Thursday,13,Suicide-related,Yes,No,NSA,NSA
278650,2023,August,Thursday,16,Suicide-related,Yes,No,NSA,NSA
278651,2023,August,Thursday,4,Person in Crisis,No,No,NSA,NSA
278652,2023,August,Thursday,12,Suicide-related,Yes,Yes,NSA,NSA
278653,2023,August,Thursday,10,Overdose,Yes,No,NSA,NSA
278654,2023,August,Thursday,12,Suicide-related,No,No,NSA,NSA
278655,2023,August,Thursday,9,Person in Crisis,No,No,NSA,NSA
278656,2023,August,Thursday,0,Person in Crisis,Yes,No,NSA,NSA
278657,2023,August,Thursday,1,Overdose,No,No,NSA,NSA
278658,2023,August,Thursday,11,Suicide-related,No,No,NSA,NSA
278659,2023,August,Thursday,17,Person in Crisis,No,No,NSA,NSA
278660,2023,August,Thursday,16,Suicide-related,Yes,Yes,NSA,NSA
278661,2023,August,Thursday,12,Suicide-related,No,No,NSA,NSA
278662,2023,August,Thursday,5,Person in Crisis,No,No,NSA,NSA
278663,2023,August,Thursday,17,Overdose,No,No,NSA,NSA
278664,2023,August,Thursday,6,Person in Crisis,No,No,NSA,NSA
278665,2023,August,Thursday,21,Suicide-related,No,No,NSA,NSA
278666,2023,August,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
278667,2023,August,Thursday,20,Overdose,No,No,NSA,NSA
278668,2023,August,Thursday,15,Suicide-related,No,No,NSA,NSA
278669,2023,August,Thursday,13,Suicide-related,No,No,NSA,NSA
278670,2023,August,Thursday,16,Person in Crisis,Yes,Yes,NSA,NSA
278671,2023,August,Thursday,17,Person in Crisis,No,No,NSA,NSA
278672,2023,August,Thursday,5,Person in Crisis,No,No,NSA,NSA
278673,2023,August,Thursday,22,Suicide-related,Yes,Yes,NSA,NSA
278674,2023,August,Thursday,3,Person in Crisis,Yes,No,NSA,NSA
278675,2023,August,Thursday,15,Person in Crisis,No,No,NSA,NSA
278676,2023,August,Thursday,16,Suicide-related,No,No,NSA,NSA
278677,2023,August,Thursday,17,Suicide-related,Yes,Yes,NSA,NSA
278678,2023,August,Thursday,21,Suicide-related,No,No,NSA,NSA
278679,2023,August,Thursday,9,Person in Crisis,No,No,NSA,NSA
278680,2023,August,Thursday,22,Person in Crisis,Yes,No,NSA,NSA
278681,2023,August,Thursday,5,Person in Crisis,Yes,No,NSA,NSA
278682,2023,August,Thursday,8,Person in Crisis,Yes,Yes,NSA,NSA
278683,2023,August,Thursday,0,Person in Crisis,No,No,NSA,NSA
278684,2023,August,Thursday,12,Suicide-related,Yes,No,NSA,NSA
278685,2023,August,Thursday,0,Suicide-related,Yes,Yes,NSA,NSA
278686,2023,August,Thursday,20,Suicide-related,Yes,No,NSA,NSA
278687,2023,August,Thursday,13,Overdose,No,No,NSA,NSA
278688,2023,August,Thursday,16,Person in Crisis,Yes,Yes,NSA,NSA
278689,2023,August,Thursday,21,Suicide-related,No,No,NSA,NSA
278690,2023,August,Thursday,16,Overdose,No,No,NSA,NSA
278691,2023,August,Thursday,12,Overdose,No,No,NSA,NSA
278692,2023,August,Thursday,8,Person in Crisis,No,No,NSA,NSA
278693,2023,August,Thursday,15,Overdose,Yes,No,NSA,NSA
278694,2023,August,Thursday,18,Person in Crisis,Yes,No,NSA,NSA
278695,2023,August,Thursday,3,Suicide-related,No,No,NSA,NSA
278696,2023,August,Thursday,16,Suicide-related,Yes,Yes,NSA,NSA
278697,2023,August,Thursday,18,Suicide-related,Yes,Yes,NSA,NSA
278698,2023,August,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
278699,2023,August,Thursday,12,Person in Crisis,No,No,NSA,NSA
278700,2023,August,Thursday,0,Overdose,Yes,No,NSA,NSA
278701,2023,August,Thursday,5,Person in Crisis,No,No,NSA,NSA
278702,2023,August,Thursday,7,Person in Crisis,No,No,NSA,NSA
278703,2023,August,Thursday,9,Suicide-related,Yes,Yes,NSA,NSA
278704,2023,August,Thursday,15,Overdose,No,No,NSA,NSA
278705,2023,August,Thursday,5,Overdose,Yes,No,NSA,NSA
278706,2023,August,Thursday,15,Person in Crisis,No,No,NSA,NSA
278707,2023,August,Thursday,2,Person in Crisis,Yes,No,NSA,NSA
278708,2023,August,Thursday,11,Person in Crisis,No,No,NSA,NSA
278709,2023,August,Thursday,10,Suicide-related,No,No,NSA,NSA
278710,2023,August,Thursday,19,Overdose,Yes,No,NSA,NSA
278711,2023,August,Thursday,11,Person in Crisis,No,No,NSA,NSA
278712,2023,August,Thursday,14,Overdose,Yes,No,NSA,NSA
278713,2023,August,Thursday,0,Person in Crisis,No,No,NSA,NSA
278714,2023,August,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
278715,2023,August,Thursday,21,Person in Crisis,No,No,NSA,NSA
278716,2023,August,Thursday,13,Suicide-related,Yes,No,NSA,NSA
278717,2023,August,Thursday,13,Overdose,Yes,No,NSA,NSA
278718,2023,August,Thursday,8,Person in Crisis,No,No,NSA,NSA
278719,2023,August,Thursday,2,Person in Crisis,No,No,NSA,NSA
278720,2023,August,Thursday,20,Person in Crisis,Yes,Yes,NSA,NSA
278721,2023,August,Thursday,12,Overdose,No,No,NSA,NSA
278722,2023,August,Thursday,8,Suicide-related,No,No,NSA,NSA
278723,2023,August,Thursday,2,Person in Crisis,Yes,No,NSA,NSA
278724,2023,August,Thursday,16,Overdose,Yes,Yes,NSA,NSA
278725,2023,August,Thursday,15,Overdose,No,No,NSA,NSA
278726,2023,August,Thursday,12,Suicide-related,No,No,NSA,NSA
278727,2023,August,Thursday,18,Person in Crisis,Yes,No,NSA,NSA
278728,2023,August,Friday,7,Suicide-related,No,No,NSA,NSA
278729,2023,August,Friday,9,Person in Crisis,Yes,No,NSA,NSA
278730,2023,August,Friday,15,Person in Crisis,No,No,NSA,NSA
278731,2023,August,Friday,15,Suicide-related,Yes,Yes,NSA,NSA
278732,2023,August,Friday,22,Person in Crisis,No,No,NSA,NSA
278733,2023,August,Friday,12,Person in Crisis,Yes,No,NSA,NSA
278734,2023,August,Friday,16,Suicide-related,No,No,NSA,NSA
278735,2023,August,Friday,19,Person in Crisis,Yes,Yes,NSA,NSA
278736,2023,August,Friday,20,Overdose,No,No,NSA,NSA
278737,2023,August,Friday,1,Suicide-related,Yes,No,NSA,NSA
278738,2023,August,Friday,9,Person in Crisis,No,No,NSA,NSA
278739,2023,August,Friday,1,Suicide-related,No,No,NSA,NSA
278740,2023,August,Friday,15,Suicide-related,No,No,NSA,NSA
278741,2023,August,Friday,16,Suicide-related,Yes,No,NSA,NSA
278742,2023,August,Friday,16,Person in Crisis,No,No,NSA,NSA
278743,2023,August,Friday,15,Overdose,No,No,NSA,NSA
278744,2023,August,Friday,1,Suicide-related,Yes,Yes,NSA,NSA
278745,2023,August,Friday,20,Overdose,No,No,NSA,NSA
278746,2023,August,Friday,17,Overdose,No,No,NSA,NSA
278747,2023,August,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
278748,2023,August,Friday,0,Person in Crisis,No,No,NSA,NSA
278749,2023,August,Friday,10,Person in Crisis,Yes,Yes,NSA,NSA
278750,2023,August,Friday,17,Overdose,No,No,NSA,NSA
278751,2023,August,Friday,6,Person in Crisis,No,No,NSA,NSA
278752,2023,August,Friday,20,Suicide-related,Yes,Yes,NSA,NSA
278753,2023,August,Friday,20,Person in Crisis,No,No,NSA,NSA
278754,2023,August,Friday,14,Suicide-related,No,No,NSA,NSA
278755,2023,August,Friday,22,Suicide-related,No,No,NSA,NSA
278756,2023,August,Friday,21,Person in Crisis,No,No,NSA,NSA
278757,2023,August,Friday,18,Suicide-related,Yes,No,NSA,NSA
278758,2023,August,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
278759,2023,August,Friday,11,Person in Crisis,No,No,NSA,NSA
278760,2023,August,Friday,23,Person in Crisis,No,No,NSA,NSA
278761,2023,August,Friday,4,Person in Crisis,No,No,NSA,NSA
278762,2023,August,Friday,22,Suicide-related,No,No,NSA,NSA
278763,2023,August,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
278764,2023,August,Friday,0,Person in Crisis,No,No,NSA,NSA
278765,2023,August,Friday,17,Person in Crisis,No,No,NSA,NSA
278766,2023,August,Friday,19,Suicide-related,Yes,No,NSA,NSA
278767,2023,August,Friday,7,Person in Crisis,Yes,Yes,NSA,NSA
278768,2023,August,Friday,14,Person in Crisis,No,No,NSA,NSA
278769,2023,August,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
278770,2023,August,Friday,19,Suicide-related,Yes,No,NSA,NSA
278771,2023,August,Friday,21,Suicide-related,No,No,NSA,NSA
278772,2023,August,Friday,10,Person in Crisis,Yes,No,NSA,NSA
278773,2023,August,Friday,12,Person in Crisis,No,No,NSA,NSA
278774,2023,August,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
278775,2023,August,Friday,13,Suicide-related,Yes,No,NSA,NSA
278776,2023,August,Friday,15,Person in Crisis,Yes,No,NSA,NSA
278777,2023,August,Friday,23,Suicide-related,Yes,Yes,NSA,NSA
278778,2023,August,Friday,12,Person in Crisis,No,No,NSA,NSA
278779,2023,August,Friday,19,Person in Crisis,Yes,No,NSA,NSA
278780,2023,August,Friday,15,Suicide-related,Yes,Yes,NSA,NSA
278781,2023,August,Friday,0,Person in Crisis,Yes,No,NSA,NSA
278782,2023,August,Friday,9,Person in Crisis,No,No,NSA,NSA
278783,2023,August,Friday,16,Suicide-related,Yes,No,NSA,NSA
278784,2023,August,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
278785,2023,August,Friday,0,Suicide-related,Yes,Yes,NSA,NSA
278786,2023,August,Friday,0,Person in Crisis,No,No,NSA,NSA
278787,2023,August,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
278788,2023,August,Friday,10,Person in Crisis,No,No,NSA,NSA
278789,2023,August,Friday,10,Person in Crisis,No,No,NSA,NSA
278790,2023,August,Friday,17,Person in Crisis,Yes,No,NSA,NSA
278791,2023,August,Friday,10,Suicide-related,Yes,No,NSA,NSA
278792,2023,August,Friday,13,Person in Crisis,No,No,NSA,NSA
278793,2023,August,Friday,9,Person in Crisis,No,No,NSA,NSA
278794,2023,August,Friday,10,Suicide-related,No,No,NSA,NSA
278795,2023,August,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
278796,2023,August,Friday,15,Person in Crisis,No,No,NSA,NSA
278797,2023,August,Friday,23,Person in Crisis,Yes,No,NSA,NSA
278798,2023,August,Friday,16,Person in Crisis,Yes,No,NSA,NSA
278799,2023,August,Friday,21,Person in Crisis,No,No,NSA,NSA
278800,2023,August,Friday,1,Overdose,No,No,NSA,NSA
278801,2023,August,Friday,11,Person in Crisis,No,No,NSA,NSA
278802,2023,August,Friday,7,Person in Crisis,Yes,No,NSA,NSA
278803,2023,August,Friday,18,Person in Crisis,No,No,NSA,NSA
278804,2023,August,Friday,16,Suicide-related,Yes,Yes,NSA,NSA
278805,2023,August,Friday,13,Person in Crisis,Yes,No,NSA,NSA
278806,2023,August,Friday,15,Person in Crisis,No,No,NSA,NSA
278807,2023,August,Friday,0,Suicide-related,Yes,Yes,NSA,NSA
278808,2023,August,Friday,0,Suicide-related,Yes,No,NSA,NSA
278809,2023,August,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
278810,2023,August,Friday,21,Overdose,Yes,Yes,NSA,NSA
278811,2023,August,Friday,19,Person in Crisis,No,No,NSA,NSA
278812,2023,August,Friday,13,Overdose,No,No,NSA,NSA
278813,2023,August,Friday,5,Person in Crisis,Yes,No,NSA,NSA
278814,2023,August,Friday,9,Suicide-related,No,No,NSA,NSA
278815,2023,August,Friday,23,Person in Crisis,No,No,NSA,NSA
278816,2023,August,Friday,20,Person in Crisis,Yes,Yes,NSA,NSA
278817,2023,August,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
278818,2023,August,Friday,10,Person in Crisis,No,No,NSA,NSA
278819,2023,August,Friday,9,Person in Crisis,Yes,No,NSA,NSA
278820,2023,August,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
278821,2023,August,Friday,13,Suicide-related,No,No,NSA,NSA
278822,2023,August,Friday,17,Person in Crisis,Yes,No,NSA,NSA
278823,2023,August,Friday,15,Suicide-related,Yes,No,NSA,NSA
278824,2023,August,Friday,13,Person in Crisis,No,No,NSA,NSA
278825,2023,August,Friday,6,Person in Crisis,No,No,NSA,NSA
278826,2023,August,Friday,0,Suicide-related,No,No,NSA,NSA
278827,2023,August,Saturday,15,Person in Crisis,No,No,NSA,NSA
278828,2023,August,Saturday,3,Person in Crisis,Yes,No,NSA,NSA
278829,2023,August,Saturday,10,Suicide-related,Yes,No,NSA,NSA
278830,2023,August,Saturday,18,Person in Crisis,No,No,NSA,NSA
278831,2023,August,Saturday,16,Person in Crisis,No,No,NSA,NSA
278832,2023,August,Saturday,2,Person in Crisis,No,No,NSA,NSA
278833,2023,August,Saturday,15,Person in Crisis,No,No,NSA,NSA
278834,2023,August,Saturday,22,Suicide-related,Yes,Yes,NSA,NSA
278835,2023,August,Saturday,14,Person in Crisis,Yes,Yes,NSA,NSA
278836,2023,August,Saturday,17,Person in Crisis,No,No,NSA,NSA
278837,2023,August,Saturday,17,Suicide-related,Yes,No,NSA,NSA
278838,2023,August,Saturday,20,Suicide-related,Yes,Yes,NSA,NSA
278839,2023,August,Saturday,23,Suicide-related,No,No,NSA,NSA
278840,2023,August,Saturday,11,Suicide-related,Yes,No,NSA,NSA
278841,2023,August,Saturday,8,Person in Crisis,No,No,NSA,NSA
278842,2023,August,Saturday,20,Person in Crisis,Yes,No,NSA,NSA
278843,2023,August,Saturday,23,Person in Crisis,No,No,NSA,NSA
278844,2023,August,Saturday,14,Person in Crisis,No,No,NSA,NSA
278845,2023,August,Saturday,10,Suicide-related,Yes,Yes,NSA,NSA
278846,2023,August,Saturday,0,Suicide-related,No,No,NSA,NSA
278847,2023,August,Saturday,5,Suicide-related,Yes,Yes,NSA,NSA
278848,2023,August,Saturday,13,Suicide-related,No,No,NSA,NSA
278849,2023,August,Saturday,0,Person in Crisis,Yes,Yes,NSA,NSA
278850,2023,August,Saturday,0,Suicide-related,No,No,NSA,NSA
278851,2023,August,Saturday,23,Suicide-related,Yes,No,NSA,NSA
278852,2023,August,Saturday,6,Overdose,No,No,NSA,NSA
278853,2023,August,Saturday,13,Person in Crisis,Yes,Yes,NSA,NSA
278854,2023,August,Saturday,10,Person in Crisis,Yes,No,NSA,NSA
278855,2023,August,Saturday,23,Suicide-related,No,No,NSA,NSA
278856,2023,August,Saturday,19,Suicide-related,Yes,No,NSA,NSA
278857,2023,August,Saturday,8,Suicide-related,Yes,Yes,NSA,NSA
278858,2023,August,Saturday,10,Person in Crisis,No,No,NSA,NSA
278859,2023,August,Saturday,3,Person in Crisis,No,No,NSA,NSA
278860,2023,August,Saturday,23,Overdose,Yes,No,NSA,NSA
278861,2023,August,Saturday,1,Overdose,No,No,NSA,NSA
278862,2023,August,Saturday,6,Overdose,No,No,NSA,NSA
278863,2023,August,Saturday,1,Person in Crisis,No,No,NSA,NSA
278864,2023,August,Saturday,11,Overdose,No,No,NSA,NSA
278865,2023,August,Saturday,16,Person in Crisis,No,No,NSA,NSA
278866,2023,August,Saturday,15,Person in Crisis,No,No,NSA,NSA
278867,2023,August,Saturday,2,Suicide-related,No,No,NSA,NSA
278868,2023,August,Saturday,21,Person in Crisis,No,No,NSA,NSA
278869,2023,August,Saturday,23,Suicide-related,No,No,NSA,NSA
278870,2023,August,Saturday,11,Overdose,Yes,No,NSA,NSA
278871,2023,August,Saturday,0,Person in Crisis,No,No,NSA,NSA
278872,2023,August,Saturday,15,Suicide-related,No,No,NSA,NSA
278873,2023,August,Saturday,19,Person in Crisis,No,No,NSA,NSA
278874,2023,August,Saturday,1,Person in Crisis,No,No,NSA,NSA
278875,2023,August,Saturday,15,Person in Crisis,No,No,NSA,NSA
278876,2023,August,Saturday,18,Suicide-related,Yes,Yes,NSA,NSA
278877,2023,August,Saturday,11,Suicide-related,Yes,Yes,NSA,NSA
278878,2023,August,Saturday,17,Overdose,Yes,No,NSA,NSA
278879,2023,August,Saturday,8,Person in Crisis,Yes,Yes,NSA,NSA
278880,2023,August,Saturday,19,Person in Crisis,No,No,NSA,NSA
278881,2023,August,Saturday,12,Person in Crisis,Yes,No,NSA,NSA
278882,2023,August,Saturday,19,Person in Crisis,No,No,NSA,NSA
278883,2023,August,Saturday,14,Person in Crisis,No,No,NSA,NSA
278884,2023,August,Saturday,8,Person in Crisis,No,No,NSA,NSA
278885,2023,August,Saturday,10,Person in Crisis,Yes,Yes,NSA,NSA
278886,2023,August,Saturday,1,Overdose,No,No,NSA,NSA
278887,2023,August,Saturday,2,Person in Crisis,No,No,NSA,NSA
278888,2023,August,Saturday,0,Overdose,No,No,NSA,NSA
278889,2023,August,Saturday,18,Person in Crisis,No,No,NSA,NSA
278890,2023,August,Saturday,6,Suicide-related,Yes,No,NSA,NSA
278891,2023,August,Saturday,9,Person in Crisis,No,No,NSA,NSA
278892,2023,August,Saturday,2,Suicide-related,Yes,Yes,NSA,NSA
278893,2023,August,Saturday,16,Suicide-related,Yes,Yes,NSA,NSA
278894,2023,August,Saturday,14,Person in Crisis,No,No,NSA,NSA
278895,2023,August,Saturday,19,Person in Crisis,No,No,NSA,NSA
278896,2023,August,Saturday,16,Overdose,No,No,NSA,NSA
278897,2023,August,Saturday,16,Suicide-related,Yes,Yes,NSA,NSA
278898,2023,August,Saturday,11,Person in Crisis,Yes,No,NSA,NSA
278899,2023,August,Saturday,1,Person in Crisis,No,No,NSA,NSA
278900,2023,August,Saturday,4,Person in Crisis,Yes,No,NSA,NSA
279676,2023,August,Tuesday,2,Suicide-related,No,No,NSA,NSA
279677,2023,August,Tuesday,14,Person in Crisis,Yes,No,NSA,NSA
279678,2023,August,Tuesday,23,Person in Crisis,Yes,No,NSA,NSA
279679,2023,August,Tuesday,4,Overdose,No,No,NSA,NSA
279680,2023,August,Tuesday,12,Suicide-related,Yes,Yes,NSA,NSA
279681,2023,August,Tuesday,21,Person in Crisis,Yes,Yes,NSA,NSA
279682,2023,August,Tuesday,23,Person in Crisis,No,No,NSA,NSA
279683,2023,August,Tuesday,15,Person in Crisis,No,No,NSA,NSA
279684,2023,August,Tuesday,19,Suicide-related,No,No,NSA,NSA
279685,2023,August,Tuesday,16,Person in Crisis,Yes,Yes,NSA,NSA
279686,2023,August,Tuesday,12,Person in Crisis,No,No,NSA,NSA
279687,2023,August,Tuesday,17,Suicide-related,Yes,No,NSA,NSA
279688,2023,August,Tuesday,12,Suicide-related,Yes,No,NSA,NSA
279689,2023,August,Tuesday,15,Suicide-related,Yes,No,NSA,NSA
279690,2023,August,Tuesday,9,Suicide-related,Yes,Yes,NSA,NSA
279691,2023,August,Tuesday,14,Person in Crisis,No,No,NSA,NSA
279692,2023,August,Tuesday,16,Person in Crisis,No,No,NSA,NSA
279693,2023,August,Tuesday,15,Person in Crisis,Yes,Yes,NSA,NSA
279694,2023,August,Tuesday,21,Person in Crisis,No,No,NSA,NSA
279695,2023,August,Tuesday,20,Overdose,No,No,NSA,NSA
279696,2023,August,Tuesday,15,Suicide-related,Yes,Yes,NSA,NSA
279697,2023,August,Tuesday,14,Suicide-related,No,No,NSA,NSA
279698,2023,August,Tuesday,8,Suicide-related,No,No,NSA,NSA
279699,2023,August,Tuesday,0,Person in Crisis,No,No,NSA,NSA
279700,2023,August,Tuesday,13,Person in Crisis,Yes,No,NSA,NSA
279701,2023,August,Tuesday,20,Suicide-related,Yes,No,NSA,NSA
279702,2023,August,Tuesday,14,Person in Crisis,No,No,NSA,NSA
279703,2023,August,Tuesday,10,Person in Crisis,Yes,Yes,NSA,NSA
279704,2023,August,Tuesday,20,Overdose,No,No,NSA,NSA
279705,2023,August,Tuesday,2,Suicide-related,Yes,Yes,NSA,NSA
279706,2023,August,Tuesday,17,Person in Crisis,No,No,NSA,NSA
279707,2023,August,Tuesday,16,Person in Crisis,No,No,NSA,NSA
279708,2023,August,Tuesday,0,Person in Crisis,Yes,No,NSA,NSA
279709,2023,August,Tuesday,21,Person in Crisis,No,No,NSA,NSA
279710,2023,August,Tuesday,19,Person in Crisis,No,No,NSA,NSA
279711,2023,August,Tuesday,7,Suicide-related,Yes,Yes,NSA,NSA
279712,2023,August,Tuesday,11,Suicide-related,No,No,NSA,NSA
279713,2023,August,Tuesday,23,Suicide-related,Yes,Yes,NSA,NSA
279714,2023,August,Tuesday,4,Suicide-related,No,No,NSA,NSA
279715,2023,August,Tuesday,9,Suicide-related,Yes,No,NSA,NSA
279716,2023,August,Tuesday,10,Person in Crisis,No,No,NSA,NSA
279717,2023,August,Tuesday,1,Suicide-related,Yes,No,NSA,NSA
279718,2023,August,Tuesday,14,Overdose,No,No,NSA,NSA
279719,2023,August,Tuesday,11,Overdose,No,No,NSA,NSA
279720,2023,August,Tuesday,20,Person in Crisis,No,No,NSA,NSA
279721,2023,August,Tuesday,11,Person in Crisis,Yes,Yes,NSA,NSA
279722,2023,August,Tuesday,0,Person in Crisis,No,No,NSA,NSA
279723,2023,August,Tuesday,16,Person in Crisis,No,No,NSA,NSA
279724,2023,August,Tuesday,16,Person in Crisis,Yes,Yes,NSA,NSA
279725,2023,August,Tuesday,11,Person in Crisis,No,No,NSA,NSA
279726,2023,August,Tuesday,18,Person in Crisis,No,No,NSA,NSA
279727,2023,August,Tuesday,11,Person in Crisis,Yes,Yes,NSA,NSA
279728,2023,August,Tuesday,1,Person in Crisis,No,No,NSA,NSA
279729,2023,August,Tuesday,23,Person in Crisis,Yes,Yes,NSA,NSA
